condition,stimulus,response,sender,sender_id,block,duration,item,item_block,time,audioequip,age,sex,ethnicity,race,raceother,born,parent,lang,comments,block_id,resp_t,vot,new_ID
tent-biasing,NA,NA,Sounds,3_3_0_0,NA,4252.201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3_,NA,NA,1974
tent-biasing,NA,NA,Sounds,3_3_1_0,NA,4252.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3_,NA,NA,1974
tent-biasing,NA,NA,Sounds,3_3_2_0,NA,4252.232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3_,NA,NA,1974
tent-biasing,NA,NA,Sounds,3_3_3_0,NA,4252.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3_,NA,NA,1974
tent-biasing,NA,NA,Sounds,3_3_4_0,NA,4252.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3_,NA,NA,1974
tent-biasing,NA,NA,Sounds,3_3_5_0,NA,4252.237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3_,NA,NA,1974
tent-biasing,continuum_15,tent,Sounds,6_0_0_1,NA,972.344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,15,1974
tent-biasing,continuum_65,tent,Sounds,6_0_1_1,NA,1.620999993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,65,1974
tent-biasing,continuum_35,tent,Sounds,6_0_2_1,NA,21.28200001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,35,1974
tent-biasing,continuum_70,dent,Sounds,6_0_3_1,NA,331.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,70,1974
tent-biasing,continuum_10,dent,Sounds,6_0_4_1,NA,69.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,10,1974
tent-biasing,continuum_40,dent,Sounds,6_0_5_1,NA,84.78999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,40,1974
tent-biasing,continuum_25,dent,Sounds,6_0_6_1,NA,146.205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,25,1974
tent-biasing,continuum_75,dent,Sounds,6_0_7_1,NA,91.21400001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,75,1974
tent-biasing,continuum_60,tent,Sounds,6_0_8_1,NA,96.62799999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,60,1974
tent-biasing,continuum_80,dent,Sounds,6_0_9_1,NA,5.107999992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,80,1974
tent-biasing,continuum_55,tent,Sounds,6_0_10_1,NA,3.955000007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,55,1974
tent-biasing,continuum_20,tent,Sounds,6_0_11_1,NA,99.756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,20,1974
tent-biasing,continuum_45,tent,Sounds,6_0_12_1,NA,82.28600001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,45,1974
tent-biasing,continuum_30,tent,Sounds,6_0_13_1,NA,82.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,30,1974
tent-biasing,continuum_50,tent,Sounds,6_0_14_1,NA,82.084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,50,1974
tent-biasing,continuum_85,tent,Sounds,6_0_15_1,NA,100.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,85,1974
tent-biasing,continuum_80,tent,Sounds,6_1_0_1,NA,90.03699999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,80,1974
tent-biasing,continuum_35,dent,Sounds,6_1_1_1,NA,120.645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,35,1974
tent-biasing,continuum_45,tent,Sounds,6_1_2_1,NA,110.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,45,1974
tent-biasing,continuum_85,dent,Sounds,6_1_3_1,NA,115.768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,85,1974
tent-biasing,continuum_10,tent,Sounds,6_1_4_1,NA,171.651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,10,1974
tent-biasing,continuum_20,tent,Sounds,6_1_5_1,NA,169.982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,20,1974
tent-biasing,continuum_25,tent,Sounds,6_1_6_1,NA,171.554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,25,1974
tent-biasing,continuum_55,dent,Sounds,6_1_7_1,NA,137.629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,55,1974
tent-biasing,continuum_15,tent,Sounds,6_1_8_1,NA,145.599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,15,1974
tent-biasing,continuum_30,dent,Sounds,6_1_9_1,NA,104.616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,30,1974
tent-biasing,continuum_65,dent,Sounds,6_1_10_1,NA,159.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,65,1974
tent-biasing,continuum_50,dent,Sounds,6_1_11_1,NA,112.235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,50,1974
tent-biasing,continuum_60,tent,Sounds,6_1_12_1,NA,124.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,60,1974
tent-biasing,continuum_40,dent,Sounds,6_1_13_1,NA,8.20199999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,40,1974
tent-biasing,continuum_75,tent,Sounds,6_1_14_1,NA,71.19000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,75,1974
tent-biasing,continuum_70,tent,Sounds,6_1_15_1,NA,119.481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,70,1974
tent-biasing,continuum_10,tent,Sounds,6_2_0_1,NA,171.226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,10,1974
tent-biasing,continuum_25,dent,Sounds,6_2_1_1,NA,178.208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,25,1974
tent-biasing,continuum_60,dent,Sounds,6_2_2_1,NA,nothing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,60,1974
tent-biasing,continuum_50,tent,Sounds,6_2_3_1,NA,154.255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,50,1974
tent-biasing,continuum_55,tent,Sounds,6_2_4_1,NA,138.212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,55,1974
tent-biasing,continuum_15,tent,Sounds,6_2_5_1,NA,164.895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,15,1974
tent-biasing,continuum_30,dent,Sounds,6_2_6_1,NA,183.922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,30,1974
tent-biasing,continuum_80,tent,Sounds,6_2_7_1,NA,196.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,80,1974
tent-biasing,continuum_85,tent,Sounds,6_2_8_1,NA,161.401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,85,1974
tent-biasing,continuum_65,tent,Sounds,6_2_9_1,NA,24.38300001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,65,1974
tent-biasing,continuum_40,dent,Sounds,6_2_10_1,NA,81.31200001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,40,1974
tent-biasing,continuum_70,tent,Sounds,6_2_11_1,NA,289.753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,70,1974
tent-biasing,continuum_45,dent,Sounds,6_2_12_1,NA,168.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,45,1974
tent-biasing,continuum_75,tent,Sounds,6_2_13_1,NA,19895.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,75,1974
tent-biasing,continuum_35,tent,Sounds,6_2_14_1,NA,43.12899999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,35,1974
tent-biasing,continuum_20,dent,Sounds,6_2_15_1,NA,164.343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,20,1974
tent-biasing,continuum_50,tent,Sounds,6_3_0_1,NA,105.441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,50,1974
tent-biasing,continuum_35,tent,Sounds,6_3_1_1,NA,116.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,35,1974
tent-biasing,continuum_60,tent,Sounds,6_3_2_1,NA,152.699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,60,1974
tent-biasing,continuum_75,tent,Sounds,6_3_3_1,NA,164.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,75,1974
tent-biasing,continuum_40,tent,Sounds,6_3_4_1,NA,93.61999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,40,1974
tent-biasing,continuum_20,tent,Sounds,6_3_5_1,NA,110.318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,20,1974
tent-biasing,continuum_85,tent,Sounds,6_3_6_1,NA,125.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,85,1974
tent-biasing,continuum_80,tent,Sounds,6_3_7_1,NA,135.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,80,1974
tent-biasing,continuum_15,dent,Sounds,6_3_8_1,NA,125.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,15,1974
tent-biasing,continuum_45,tent,Sounds,6_3_9_1,NA,131.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,45,1974
tent-biasing,continuum_30,tent,Sounds,6_3_10_1,NA,135.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,30,1974
tent-biasing,continuum_70,tent,Sounds,6_3_11_1,NA,122.516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,70,1974
tent-biasing,continuum_65,tent,Sounds,6_3_12_1,NA,90.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,65,1974
tent-biasing,continuum_10,dent,Sounds,6_3_13_1,NA,159.726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,10,1974
tent-biasing,continuum_25,tent,Sounds,6_3_14_1,NA,81.85399999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,25,1974
tent-biasing,continuum_55,dent,Sounds,6_3_15_1,NA,160.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,55,1974
tent-biasing,continuum_10,dent,Sounds,6_4_0_1,NA,118.992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,10,1974
tent-biasing,continuum_70,dent,Sounds,6_4_1_1,NA,129.653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,70,1974
tent-biasing,continuum_45,dent,Sounds,6_4_2_1,NA,159.448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,45,1974
tent-biasing,continuum_30,dent,Sounds,6_4_3_1,NA,107.445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,30,1974
tent-biasing,continuum_65,dent,Sounds,6_4_4_1,NA,154.928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,65,1974
tent-biasing,continuum_55,dent,Sounds,6_4_5_1,NA,18373.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,55,1974
tent-biasing,continuum_75,tent,Sounds,6_4_6_1,NA,nothing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,75,1974
tent-biasing,continuum_35,tent,Sounds,6_4_7_1,NA,184.823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,35,1974
tent-biasing,continuum_25,tent,Sounds,6_4_8_1,NA,119.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,25,1974
tent-biasing,continuum_60,dent,Sounds,6_4_9_1,NA,119.699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,60,1974
tent-biasing,continuum_20,dent,Sounds,6_4_10_1,NA,87.38999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,20,1974
tent-biasing,continuum_40,dent,Sounds,6_4_11_1,NA,95.72000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,40,1974
tent-biasing,continuum_50,tent,Sounds,6_4_12_1,NA,103.133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,50,1974
tent-biasing,continuum_80,dent,Sounds,6_4_13_1,NA,142.736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,80,1974
tent-biasing,continuum_85,tent,Sounds,6_4_14_1,NA,135.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,85,1974
tent-biasing,continuum_15,tent,Sounds,6_4_15_1,NA,123.406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,15,1974
tent-biasing,continuum_50,tent,Sounds,6_5_0_1,NA,147.158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,50,1974
tent-biasing,continuum_35,tent,Sounds,6_5_1_1,NA,123.351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,35,1974
tent-biasing,continuum_75,tent,Sounds,6_5_2_1,NA,20470.841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,75,1974
tent-biasing,continuum_25,tent,Sounds,6_5_3_1,NA,119.592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,25,1974
tent-biasing,continuum_20,dent,Sounds,6_5_4_1,NA,164.838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,20,1974
tent-biasing,continuum_85,tent,Sounds,6_5_5_1,NA,62.29600001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,85,1974
tent-biasing,continuum_15,tent,Sounds,6_5_6_1,NA,101.502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,15,1974
tent-biasing,continuum_80,dent,Sounds,6_5_7_1,NA,78.03499999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,80,1974
tent-biasing,continuum_30,tent,Sounds,6_5_8_1,NA,141.355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,30,1974
tent-biasing,continuum_65,dent,Sounds,6_5_9_1,NA,116.215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,65,1974
tent-biasing,continuum_55,tent,Sounds,6_5_10_1,NA,127.842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,55,1974
tent-biasing,continuum_45,dent,Sounds,6_5_11_1,NA,172.621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,45,1974
tent-biasing,continuum_40,dent,Sounds,6_5_12_1,NA,166.634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,40,1974
tent-biasing,continuum_10,tent,Sounds,6_5_13_1,NA,139.939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,10,1974
tent-biasing,continuum_60,tent,Sounds,6_5_14_1,NA,98.54599999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,60,1974
tent-biasing,continuum_70,dent,Sounds,6_5_15_1,NA,163.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,70,1974
tent-biasing,continuum_40,tent,Sounds,6_6_0_1,NA,116.097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,40,1974
tent-biasing,continuum_85,tent,Sounds,6_6_1_1,NA,128.801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,85,1974
tent-biasing,continuum_55,tent,Sounds,6_6_2_1,NA,142.422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,55,1974
tent-biasing,continuum_35,dent,Sounds,6_6_3_1,NA,155.291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,35,1974
tent-biasing,continuum_10,dent,Sounds,6_6_4_1,NA,161.215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,10,1974
tent-biasing,continuum_30,dent,Sounds,6_6_5_1,NA,145.187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,30,1974
tent-biasing,continuum_80,dent,Sounds,6_6_6_1,NA,199.076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,80,1974
tent-biasing,continuum_25,dent,Sounds,6_6_7_1,NA,177.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,25,1974
tent-biasing,continuum_65,dent,Sounds,6_6_8_1,NA,149.563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,65,1974
tent-biasing,continuum_50,dent,Sounds,6_6_9_1,NA,219.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,50,1974
tent-biasing,continuum_45,dent,Sounds,6_6_10_1,NA,129.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,45,1974
tent-biasing,continuum_70,tent,Sounds,6_6_11_1,NA,110.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,70,1974
tent-biasing,continuum_75,dent,Sounds,6_6_12_1,NA,162.127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,75,1974
tent-biasing,continuum_60,dent,Sounds,6_6_13_1,NA,157.137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,60,1974
tent-biasing,continuum_20,tent,Sounds,6_6_14_1,NA,185.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,20,1974
tent-biasing,continuum_15,tent,Sounds,6_6_15_1,NA,82.289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,15,1974
tent-biasing,continuum_65,dent,Sounds,6_7_0_1,NA,168.637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,65,1974
tent-biasing,continuum_10,dent,Sounds,6_7_1_1,NA,134.667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,10,1974
tent-biasing,continuum_25,dent,Sounds,6_7_2_1,NA,183.488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,25,1974
tent-biasing,continuum_75,dent,Sounds,6_7_3_1,NA,125.528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,75,1974
tent-biasing,continuum_55,dent,Sounds,6_7_4_1,NA,184.341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,55,1974
tent-biasing,continuum_35,dent,Sounds,6_7_5_1,NA,46.47299999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,35,1974
tent-biasing,continuum_45,dent,Sounds,6_7_6_1,NA,17.60699999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,45,1974
tent-biasing,continuum_80,tent,Sounds,6_7_7_1,NA,60.52300001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,80,1974
tent-biasing,continuum_40,dent,Sounds,6_7_8_1,NA,92.735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,40,1974
tent-biasing,continuum_70,tent,Sounds,6_7_9_1,NA,19.23899999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,70,1974
tent-biasing,continuum_15,dent,Sounds,6_7_10_1,NA,48.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,15,1974
tent-biasing,continuum_20,tent,Sounds,6_7_11_1,NA,nothing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,20,1974
tent-biasing,continuum_60,dent,Sounds,6_7_12_1,NA,85.13300001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,60,1974
tent-biasing,continuum_30,dent,Sounds,6_7_13_1,NA,68.427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,30,1974
tent-biasing,continuum_85,dent,Sounds,6_7_14_1,NA,46.86499999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,85,1974
tent-biasing,continuum_50,tent,Sounds,6_7_15_1,NA,28.135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,50,1974
tent-biasing,NA,NA,Sounds,8_0_0_0,dent-biasing,4106.33,7_short_tent_1_50.wav,tent-biasing,4101.224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8_,NA,NA,1974
tent-biasing,NA,tent,Response,8_0_0_1,dent-biasing,1205.603,7_short_tent_1_50.wav,tent-biasing,4101.224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8_,TRUE,NA,1974
tent-biasing,NA,NA,Sounds,8_0_1_0,dent-biasing,4523.167,7_short_dent_2_10.wav,tent-biasing,4523.356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8_,NA,NA,1974
tent-biasing,NA,dent,Response,8_0_1_1,dent-biasing,188.649,7_short_dent_2_10.wav,tent-biasing,4523.356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8_,FALSE,NA,1974
tent-biasing,NA,NA,Sounds,8_0_2_0,dent-biasing,3863.134,2_short_tent_3_50.wav,tent-biasing,3863.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8_,NA,NA,1974
tent-biasing,NA,tent,Response,8_0_2_1,dent-biasing,45.705,2_short_tent_3_50.wav,tent-biasing,3863.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8_,TRUE,NA,1974
tent-biasing,NA,NA,Sounds,8_0_3_0,dent-biasing,5009.57,4_short_tent_3_50.wav,tent-biasing,5010.431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8_,NA,NA,1974
tent-biasing,NA,tent,Response,8_0_3_1,dent-biasing,120.538,4_short_tent_3_50.wav,tent-biasing,5010.431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8_,TRUE,NA,1974
tent-biasing,NA,NA,Sounds,8_0_4_0,dent-biasing,4620.431,6_short_tent_2_50.wav,tent-biasing,4622.744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8_,NA,NA,1974
tent-biasing,NA,tent,Response,8_0_4_1,dent-biasing,nothing,6_short_tent_2_50.wav,tent-biasing,4622.744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8_,TRUE,NA,1974
tent-biasing,NA,NA,Sounds,8_0_5_0,dent-biasing,3758.911,16_short_dent_3_10.wav,tent-biasing,3761.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8_,NA,NA,1974
tent-biasing,NA,dent,Response,8_0_5_1,dent-biasing,221.142,16_short_dent_3_10.wav,tent-biasing,3761.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8_,FALSE,NA,1974
tent-biasing,NA,NA,Sounds,8_0_6_0,dent-biasing,4856.703,21_short_tent_3_50.wav,tent-biasing,4854.127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8_,NA,NA,1974
tent-biasing,NA,tent,Response,8_0_6_1,dent-biasing,447.09,21_short_tent_3_50.wav,tent-biasing,4854.127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8_,TRUE,NA,1974
tent-biasing,NA,NA,Sounds,8_0_7_0,dent-biasing,3710.246,18_short_dent_2_10.wav,tent-biasing,3709.796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8_,NA,NA,1974
tent-biasing,NA,dent,Response,8_0_7_1,dent-biasing,116.406,18_short_dent_2_10.wav,tent-biasing,3709.796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8_,FALSE,NA,1974
tent-biasing,NA,NA,Sounds,8_0_8_0,dent-biasing,4418.988,13_short_tent_3_50.wav,tent-biasing,4422.154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8_,NA,NA,1974
tent-biasing,NA,tent,Response,8_0_8_1,dent-biasing,451.34,13_short_tent_3_50.wav,tent-biasing,4422.154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8_,TRUE,NA,1974
tent-biasing,NA,NA,Sounds,8_0_9_0,dent-biasing,3064.099,12_short_tent_2_50.wav,tent-biasing,3064.558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8_,NA,NA,1974
