condition,stimulus,response,sender,sender_id,block,duration,item,item_block,time,audioequip,age,sex,ethnicity,race,raceother,born,parent,lang,comments,block_id,resp_t,vot,new_ID
dent-biasing,continuum_75,dent,Sounds,6_0_13_1,NA,480.055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,75,3092
dent-biasing,continuum_30,tent,Sounds,6_0_14_1,NA,299.744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,30,3092
dent-biasing,continuum_55,dent,Sounds,6_0_15_1,NA,768.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,55,3092
dent-biasing,continuum_75,tent,Sounds,6_1_0_1,NA,363.608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,75,3092
dent-biasing,continuum_10,dent,Sounds,6_1_1_1,NA,313.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,10,3092
dent-biasing,continuum_25,tent,Sounds,6_1_2_1,NA,344.807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,25,3092
dent-biasing,continuum_20,tent,Sounds,6_1_3_1,NA,932.672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,20,3092
dent-biasing,continuum_45,dent,Sounds,6_1_4_1,NA,317.979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,45,3092
dent-biasing,continuum_35,dent,Sounds,6_1_5_1,NA,15253.464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,35,3092
dent-biasing,continuum_85,tent,Sounds,6_1_6_1,NA,477.884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,85,3092
dent-biasing,continuum_50,dent,Sounds,6_1_7_1,NA,780.632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,50,3092
dent-biasing,continuum_80,tent,Sounds,6_1_8_1,NA,1187.898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,80,3092
dent-biasing,continuum_30,tent,Sounds,6_1_9_1,NA,832.586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,30,3092
dent-biasing,continuum_40,dent,Sounds,6_1_10_1,NA,564.717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,40,3092
dent-biasing,continuum_65,tent,Sounds,6_1_11_1,NA,365.123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,65,3092
dent-biasing,continuum_60,dent,Sounds,6_1_12_1,NA,214.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,60,3092
dent-biasing,continuum_70,tent,Sounds,6_1_13_1,NA,219.419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,70,3092
dent-biasing,continuum_55,tent,Sounds,6_1_14_1,NA,407.096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,55,3092
dent-biasing,continuum_15,dent,Sounds,6_1_15_1,NA,289.572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,15,3092
dent-biasing,continuum_75,tent,Sounds,6_2_0_1,NA,290.789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,75,3092
dent-biasing,continuum_35,dent,Sounds,6_2_1_1,NA,247.168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,35,3092
dent-biasing,continuum_30,tent,Sounds,6_2_2_1,NA,347.392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,30,3092
dent-biasing,continuum_20,dent,Sounds,6_2_3_1,NA,248.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,20,3092
dent-biasing,continuum_25,tent,Sounds,6_2_4_1,NA,345.343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,25,3092
dent-biasing,continuum_15,dent,Sounds,6_2_5_1,NA,259.324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,15,3092
dent-biasing,continuum_60,tent,Sounds,6_2_6_1,NA,263.586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,60,3092
dent-biasing,continuum_50,dent,Sounds,6_2_7_1,NA,250.874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,50,3092
dent-biasing,continuum_40,tent,Sounds,6_2_8_1,NA,328.834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,40,3092
dent-biasing,continuum_45,dent,Sounds,6_2_9_1,NA,284.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,45,3092
dent-biasing,continuum_85,tent,Sounds,6_2_10_1,NA,379.472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,85,3092
dent-biasing,continuum_65,dent,Sounds,6_2_11_1,NA,291.721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,65,3092
dent-biasing,continuum_10,tent,Sounds,6_2_12_1,NA,489.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,10,3092
dent-biasing,continuum_55,dent,Sounds,6_2_13_1,NA,437.735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,55,3092
dent-biasing,continuum_70,tent,Sounds,6_2_14_1,NA,728.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,70,3092
dent-biasing,continuum_80,dent,Sounds,6_2_15_1,NA,310.635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,80,3092
dent-biasing,continuum_60,dent,Sounds,6_3_0_1,NA,323.344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,60,3092
dent-biasing,continuum_40,dent,Sounds,6_3_1_1,NA,1094.166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,40,3092
dent-biasing,continuum_45,tent,Sounds,6_3_2_1,NA,277.239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,45,3092
dent-biasing,continuum_55,dent,Sounds,6_3_3_1,NA,394.343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,55,3092
dent-biasing,continuum_65,tent,Sounds,6_3_4_1,NA,3416.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,65,3092
dent-biasing,continuum_10,tent,Sounds,6_3_5_1,NA,689.436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,10,3092
dent-biasing,continuum_85,tent,Sounds,6_3_6_1,NA,722.365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,85,3092
dent-biasing,continuum_80,dent,Sounds,6_3_7_1,NA,293.919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,80,3092
dent-biasing,continuum_20,tent,Sounds,6_3_8_1,NA,396.227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,20,3092
dent-biasing,continuum_75,dent,Sounds,6_3_9_1,NA,525.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,75,3092
dent-biasing,continuum_70,tent,Sounds,6_3_10_1,NA,490.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,70,3092
dent-biasing,continuum_50,dent,Sounds,6_3_11_1,NA,477.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,50,3092
dent-biasing,continuum_30,tent,Sounds,6_3_12_1,NA,475.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,30,3092
dent-biasing,continuum_25,dent,Sounds,6_3_13_1,NA,425.839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,25,3092
dent-biasing,continuum_35,tent,Sounds,6_3_14_1,NA,351.632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,35,3092
dent-biasing,continuum_15,tent,Sounds,6_3_15_1,NA,613.815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,15,3092
dent-biasing,continuum_35,dent,Sounds,6_4_0_1,NA,356.641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,35,3092
dent-biasing,continuum_40,dent,Sounds,6_4_1_1,NA,1827.715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,40,3092
dent-biasing,continuum_50,tent,Sounds,6_4_2_1,NA,451.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,50,3092
dent-biasing,continuum_60,tent,Sounds,6_4_3_1,NA,650.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,60,3092
dent-biasing,continuum_15,dent,Sounds,6_4_4_1,NA,903.963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,15,3092
dent-biasing,continuum_30,tent,Sounds,6_4_5_1,NA,1161.229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,30,3092
dent-biasing,continuum_75,dent,Sounds,6_4_6_1,NA,453.267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,75,3092
dent-biasing,continuum_70,dent,Sounds,6_4_7_1,NA,2647.928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,70,3092
dent-biasing,continuum_20,tent,Sounds,6_4_8_1,NA,270.321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,20,3092
dent-biasing,continuum_25,dent,Sounds,6_4_9_1,NA,1445.853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,25,3092
dent-biasing,continuum_10,tent,Sounds,6_4_10_1,NA,664.399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,10,3092
dent-biasing,continuum_45,dent,Sounds,6_4_11_1,NA,426.453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,45,3092
dent-biasing,continuum_80,tent,Sounds,6_4_12_1,NA,835.697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,80,3092
dent-biasing,continuum_85,dent,Sounds,6_4_13_1,NA,704.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,85,3092
dent-biasing,continuum_65,dent,Sounds,6_4_14_1,NA,4398.516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,65,3092
dent-biasing,continuum_55,tent,Sounds,6_4_15_1,NA,417.758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,55,3092
dent-biasing,continuum_50,tent,Sounds,6_5_0_1,NA,2097.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,50,3092
dent-biasing,continuum_85,dent,Sounds,6_5_1_1,NA,253.661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,85,3092
dent-biasing,continuum_15,dent,Sounds,6_5_2_1,NA,3027.461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,15,3092
dent-biasing,continuum_65,tent,Sounds,6_5_3_1,NA,461.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,65,3092
dent-biasing,continuum_70,dent,Sounds,6_5_4_1,NA,785.646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,70,3092
dent-biasing,continuum_25,tent,Sounds,6_5_5_1,NA,554.504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,25,3092
dent-biasing,continuum_45,dent,Sounds,6_5_6_1,NA,564.117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,45,3092
dent-biasing,continuum_80,tent,Sounds,6_5_7_1,NA,622.301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,80,3092
dent-biasing,continuum_35,dent,Sounds,6_5_8_1,NA,266.184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,35,3092
dent-biasing,continuum_75,tent,Sounds,6_5_9_1,NA,295.168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,75,3092
dent-biasing,continuum_20,dent,Sounds,6_5_10_1,NA,161.538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,20,3092
dent-biasing,continuum_60,tent,Sounds,6_5_11_1,NA,185.883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,60,3092
dent-biasing,continuum_55,dent,Sounds,6_5_12_1,NA,216.571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,55,3092
dent-biasing,continuum_30,tent,Sounds,6_5_13_1,NA,223.907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,30,3092
dent-biasing,continuum_10,dent,Sounds,6_5_14_1,NA,220.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,10,3092
dent-biasing,continuum_40,tent,Sounds,6_5_15_1,NA,330.554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,40,3092
dent-biasing,continuum_45,dent,Sounds,6_6_0_1,NA,487.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,45,3092
dent-biasing,continuum_30,tent,Sounds,6_6_1_1,NA,723.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,30,3092
dent-biasing,continuum_15,dent,Sounds,6_6_2_1,NA,392.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,15,3092
dent-biasing,continuum_70,tent,Sounds,6_6_3_1,NA,687.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,70,3092
dent-biasing,continuum_20,dent,Sounds,6_6_4_1,NA,249.583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,20,3092
dent-biasing,continuum_10,tent,Sounds,6_6_5_1,NA,632.271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,10,3092
dent-biasing,continuum_80,dent,Sounds,6_6_6_1,NA,241.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,80,3092
dent-biasing,continuum_60,tent,Sounds,6_6_7_1,NA,353.671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,60,3092
dent-biasing,continuum_50,dent,Sounds,6_6_8_1,NA,469.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,50,3092
dent-biasing,continuum_40,tent,Sounds,6_6_9_1,NA,4779.151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,40,3092
dent-biasing,continuum_75,dent,Sounds,6_6_10_1,NA,1.401999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,75,3092
dent-biasing,continuum_55,dent,Sounds,6_6_11_1,NA,10809.818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,55,3092
dent-biasing,continuum_35,dent,Sounds,6_6_12_1,NA,12497.568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,35,3092
dent-biasing,continuum_65,tent,Sounds,6_6_13_1,NA,610.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,65,3092
dent-biasing,continuum_25,dent,Sounds,6_6_14_1,NA,415.226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,25,3092
dent-biasing,continuum_85,tent,Sounds,6_6_15_1,NA,695.154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,85,3092
dent-biasing,continuum_35,dent,Sounds,6_7_0_1,NA,603.861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,35,3092
dent-biasing,continuum_25,tent,Sounds,6_7_1_1,NA,2277.289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,25,3092
dent-biasing,continuum_55,dent,Sounds,6_7_2_1,NA,293.694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,55,3092
dent-biasing,continuum_65,dent,Sounds,6_7_3_1,NA,7734.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,65,3092
dent-biasing,continuum_70,dent,Sounds,6_7_4_1,NA,5893.718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,70,3092
dent-biasing,continuum_60,tent,Sounds,6_7_5_1,NA,1623.582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,60,3092
dent-biasing,continuum_30,dent,Sounds,6_7_6_1,NA,218.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,30,3092
dent-biasing,continuum_80,tent,Sounds,6_7_7_1,NA,270.791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,80,3092
dent-biasing,continuum_10,dent,Sounds,6_7_8_1,NA,228.713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,10,3092
dent-biasing,continuum_15,dent,Sounds,6_7_9_1,NA,900.592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,15,3092
dent-biasing,continuum_50,tent,Sounds,6_7_10_1,NA,855.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,TRUE,50,3092
dent-biasing,continuum_40,dent,Sounds,6_7_11_1,NA,538.341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,40,3092
dent-biasing,continuum_75,dent,Sounds,6_7_12_1,NA,215.639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,75,3092
dent-biasing,continuum_85,dent,Sounds,6_7_13_1,NA,148.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,85,3092
dent-biasing,continuum_45,dent,Sounds,6_7_14_1,NA,160.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,45,3092
dent-biasing,continuum_20,dent,Sounds,6_7_15_1,NA,75.74799997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_,FALSE,20,3092
dent-biasing,NA,NA,Sounds,8_0_0_0,dent-biasing,4478.407,15_short_dent_2_50.wav,dent-biasing,4476.349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8_,NA,NA,3092
dent-biasing,NA,dent,Response,8_0_0_1,dent-biasing,809.826,15_short_dent_2_50.wav,dent-biasing,4476.349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8_,FALSE,NA,3092
dent-biasing,NA,NA,Sounds,8_0_1_0,dent-biasing,3545.937,8_short_tent_1_85.wav,dent-biasing,3550.204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8_,NA,NA,3092
dent-biasing,NA,tent,Response,8_0_1_1,dent-biasing,1409.898,8_short_tent_1_85.wav,dent-biasing,3550.204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8_,TRUE,NA,3092
dent-biasing,NA,NA,Sounds,8_0_2_0,dent-biasing,4578.132,4_short_dent_2_50.wav,dent-biasing,4577.619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8_,NA,NA,3092
dent-biasing,NA,dent,Response,8_0_2_1,dent-biasing,438.723,4_short_dent_2_50.wav,dent-biasing,4577.619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8_,FALSE,NA,3092
dent-biasing,NA,NA,Sounds,8_0_3_0,dent-biasing,3778.893,9_short_dent_1_50.wav,dent-biasing,3784.172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8_,NA,NA,3092
dent-biasing,NA,tent,Response,8_0_3_1,dent-biasing,448.856,9_short_dent_1_50.wav,dent-biasing,3784.172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8_,TRUE,NA,3092
dent-biasing,NA,NA,Sounds,8_0_4_0,dent-biasing,4528.061,2_short_dent_2_50.wav,dent-biasing,4503.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8_,NA,NA,3092
dent-biasing,NA,dent,Response,8_0_4_1,dent-biasing,1081.476,2_short_dent_2_50.wav,dent-biasing,4503.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8_,FALSE,NA,3092
dent-biasing,NA,NA,Sounds,8_0_5_0,dent-biasing,4095.402,15_short_tent_3_85.wav,dent-biasing,4098.118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8_,NA,NA,3092
dent-biasing,NA,dent,Response,8_0_5_1,dent-biasing,794.284,15_short_tent_3_85.wav,dent-biasing,4098.118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8_,FALSE,NA,3092
dent-biasing,NA,NA,Sounds,8_0_6_0,dent-biasing,3862.28,3_short_dent_1_50.wav,dent-biasing,3863.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8_,NA,NA,3092
dent-biasing,NA,tent,Response,8_0_6_1,dent-biasing,846.698,3_short_dent_1_50.wav,dent-biasing,3863.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8_,TRUE,NA,3092
dent-biasing,NA,NA,Sounds,8_0_7_0,dent-biasing,5010.894,4_short_tent_3_85.wav,dent-biasing,5010.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8_,NA,NA,3092
dent-biasing,NA,dent,Response,8_0_7_1,dent-biasing,454.439,4_short_tent_3_85.wav,dent-biasing,5010.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8_,FALSE,NA,3092
dent-biasing,NA,NA,Sounds,8_0_8_0,dent-biasing,3113.191,12_short_dent_3_50.wav,dent-biasing,3108.526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8_,NA,NA,3092
dent-biasing,NA,tent,Response,8_0_8_1,dent-biasing,897.178,12_short_dent_3_50.wav,dent-biasing,3108.526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8_,TRUE,NA,3092
dent-biasing,NA,NA,Sounds,8_0_9_0,dent-biasing,3312.658,17_short_dent_1_50.wav,dent-biasing,3320.272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8_,NA,NA,3092
dent-biasing,NA,dent,Response,8_0_9_1,dent-biasing,36.425,17_short_dent_1_50.wav,dent-biasing,3320.272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8_,FALSE,NA,3092
dent-biasing,NA,NA,Sounds,8_0_10_0,dent-biasing,3396.229,10_short_dent_1_50.wav,dent-biasing,3397.483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8_,NA,NA,3092
dent-biasing,NA,tent,Response,8_0_10_1,dent-biasing,401.18,10_short_dent_1_50.wav,dent-biasing,3397.483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8_,TRUE,NA,3092
dent-biasing,NA,NA,Sounds,8_0_11_0,dent-biasing,3695.587,11_short_tent_3_85.wav,dent-biasing,3698.571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8_,NA,NA,3092
dent-biasing,NA,dent,Response,8_0_11_1,dent-biasing,573.594,11_short_tent_3_85.wav,dent-biasing,3698.571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8_,FALSE,NA,3092
dent-biasing,NA,NA,Sounds,8_0_12_0,dent-biasing,4861.127,21_short_tent_3_85.wav,dent-biasing,4853.832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8_,NA,NA,3092
dent-biasing,NA,tent,Response,8_0_12_1,dent-biasing,68.67,21_short_tent_3_85.wav,dent-biasing,4853.832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8_,TRUE,NA,3092
dent-biasing,NA,NA,Sounds,8_0_13_0,dent-biasing,3712.423,18_short_dent_2_50.wav,dent-biasing,3709.841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8_,NA,NA,3092
dent-biasing,NA,dent,Response,8_0_13_1,dent-biasing,303.197,18_short_dent_2_50.wav,dent-biasing,3709.841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8_,FALSE,NA,3092
dent-biasing,NA,NA,Sounds,8_0_14_0,dent-biasing,4078.704,1_short_dent_3_50.wav,dent-biasing,4082.766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8_,NA,NA,3092
dent-biasing,NA,tent,Response,8_0_14_1,dent-biasing,759.698,1_short_dent_3_50.wav,dent-biasing,4082.766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8_,TRUE,NA,3092
dent-biasing,NA,NA,Sounds,8_0_15_0,dent-biasing,3995.382,5_short_dent_1_50.wav,dent-biasing,3998.594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8_,NA,NA,3092
dent-biasing,NA,tent,Response,8_0_15_1,dent-biasing,227.728,5_short_dent_1_50.wav,dent-biasing,3998.594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8_,TRUE,NA,3092
dent-biasing,NA,NA,Sounds,8_0_16_0,dent-biasing,4578.094,19_short_tent_5_85.wav,dent-biasing,4570.771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8_,NA,NA,3092
dent-biasing,NA,dent,Response,8_0_16_1,dent-biasing,792.279,19_short_tent_5_85.wav,dent-biasing,4570.771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8_,FALSE,NA,3092
dent-biasing,NA,NA,Sounds,8_0_17_0,dent-biasing,3595.57,10_short_tent_1_85.wav,dent-biasing,3603.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8_,NA,NA,3092
